"Method","E_const","DP_const","R_const","Threads","Attempt","Image","Time"
seam-carving-omp-opt,1000,1000,500,16,0,1920x1200.png, 1.284377 s
seam-carving-omp-opt,1000,1000,500,16,0,1024x768.png, 0.731226 s
seam-carving-omp-opt,1000,1000,500,16,0,3840x2160.png, 4.391457 s
seam-carving-omp-opt,1000,1000,500,16,0,test.png, 0.587400 s
seam-carving-omp-opt,1000,1000,1000,16,0,valve.png, 0.279499 s
seam-carving-omp-opt,1000,1000,1000,16,0,720x480.png, 0.344016 s
seam-carving-omp-opt,1000,1000,1000,16,0,7680x4320.png, 16.257387 s
seam-carving-omp-opt,1000,1000,1000,16,0,1920x1200.png, 1.424168 s
seam-carving-omp-opt,1000,1000,1000,16,0,1024x768.png, 0.727174 s
seam-carving-omp-opt,1000,1000,1000,16,0,3840x2160.png, 5.506456 s
seam-carving-omp-opt,1000,1000,1000,16,0,test.png, 0.594236 s
seam-carving-omp-opt,1000,1000,5000,16,0,valve.png, 0.276745 s
seam-carving-omp-opt,1000,1000,5000,16,0,720x480.png, 0.348722 s
seam-carving-omp-opt,1000,1000,5000,16,0,7680x4320.png, 25.063889 s
seam-carving-omp-opt,1000,1000,5000,16,0,1920x1200.png, 1.430865 s
seam-carving-omp-opt,1000,1000,5000,16,0,1024x768.png, 0.731030 s
seam-carving-omp-opt,1000,1000,5000,16,0,3840x2160.png, 7.562096 s
seam-carving-omp-opt,1000,1000,5000,16,0,test.png, 0.601348 s
seam-carving-omp-opt,1000,5000,100,16,0,valve.png, 0.230512 s
seam-carving-omp-opt,1000,5000,100,16,0,720x480.png, 0.283790 s
seam-carving-omp-opt,1000,5000,100,16,0,7680x4320.png, 15.882207 s
seam-carving-omp-opt,1000,5000,100,16,0,1920x1200.png, 1.043429 s
seam-carving-omp-opt,1000,5000,100,16,0,1024x768.png, 0.473348 s
seam-carving-omp-opt,1000,5000,100,16,0,3840x2160.png, 3.845137 s
seam-carving-omp-opt,1000,5000,100,16,0,test.png, 0.410959 s
seam-carving-omp-opt,1000,5000,500,16,0,valve.png, 0.279623 s
seam-carving-omp-opt,1000,5000,500,16,0,720x480.png, 0.352710 s
seam-carving-omp-opt,1000,5000,500,16,0,7680x4320.png, 16.331222 s
seam-carving-omp-opt,1000,5000,500,16,0,1920x1200.png, 1.286389 s
seam-carving-omp-opt,1000,5000,500,16,0,1024x768.png, 0.744462 s
seam-carving-omp-opt,1000,5000,500,16,0,3840x2160.png, 4.847326 s
seam-carving-omp-opt,1000,5000,500,16,0,test.png, 0.583200 s
seam-carving-omp-opt,1000,5000,1000,16,0,valve.png, 0.284574 s
seam-carving-omp-opt,1000,5000,1000,16,0,720x480.png, 0.340419 s
seam-carving-omp-opt,1000,5000,1000,16,0,7680x4320.png, 17.916195 s
seam-carving-omp-opt,1000,5000,1000,16,0,1920x1200.png, 1.443543 s
seam-carving-omp-opt,1000,5000,1000,16,0,1024x768.png, 0.735987 s
seam-carving-omp-opt,1000,5000,1000,16,0,3840x2160.png, 5.949563 s
seam-carving-omp-opt,1000,5000,1000,16,0,test.png, 0.594945 s
seam-carving-omp-opt,1000,5000,5000,16,0,valve.png, 0.280597 s
seam-carving-omp-opt,1000,5000,5000,16,0,720x480.png, 0.342100 s
seam-carving-omp-opt,1000,5000,5000,16,0,7680x4320.png, 26.452483 s
seam-carving-omp-opt,1000,5000,5000,16,0,1920x1200.png, 1.424909 s
seam-carving-omp-opt,1000,5000,5000,16,0,1024x768.png, 0.766106 s
seam-carving-omp-opt,1000,5000,5000,16,0,3840x2160.png, 8.255543 s
seam-carving-omp-opt,1000,5000,5000,16,0,test.png, 0.592880 s
seam-carving-omp-opt,5000,100,100,16,0,valve.png, 0.268674 s
seam-carving-omp-opt,5000,100,100,16,0,720x480.png, 0.355152 s
seam-carving-omp-opt,5000,100,100,16,0,7680x4320.png, 13.374931 s
seam-carving-omp-opt,5000,100,100,16,0,1920x1200.png, 1.073585 s
seam-carving-omp-opt,5000,100,100,16,0,1024x768.png, 0.584023 s
seam-carving-omp-opt,5000,100,100,16,0,3840x2160.png, 3.549816 s
seam-carving-omp-opt,5000,100,100,16,0,test.png, 0.509402 s
seam-carving-omp-opt,5000,100,500,16,0,valve.png, 0.388292 s
seam-carving-omp-opt,5000,100,500,16,0,720x480.png, 0.449139 s
seam-carving-omp-opt,5000,100,500,16,0,7680x4320.png, 14.337018 s
seam-carving-omp-opt,5000,100,500,16,0,1920x1200.png, 1.341407 s
seam-carving-omp-opt,5000,100,500,16,0,1024x768.png, 0.907550 s
seam-carving-omp-opt,5000,100,500,16,0,3840x2160.png, 4.435081 s
seam-carving-omp-opt,5000,100,500,16,0,test.png, 0.762842 s
seam-carving-omp-opt,5000,100,1000,16,0,valve.png, 0.375840 s
seam-carving-omp-opt,5000,100,1000,16,0,720x480.png, 0.450048 s
