Run,N,Method,Cores,Block,Steps,Time
1,1000,gpu,1,32,5000,2.061
2,1000,gpu,1,32,5000,1.848
3,1000,gpu,1,32,5000,1.831
4,1000,gpu,1,32,5000,1.855
5,1000,gpu,1,32,5000,1.846
