Run,N,Method,Cores,Block,Steps,Time
1,1000,omp,16,128,5000,2.114
2,1000,omp,16,128,5000,1.543
3,1000,omp,16,128,5000,1.411
4,1000,omp,16,128,5000,1.396
5,1000,omp,16,128,5000,1.383
