Run,N,Method,Cores,Block,Steps,Time
1,8000,opt,1,128,5000,9.367
2,8000,opt,1,128,5000,9.259
3,8000,opt,1,128,5000,9.293
4,8000,opt,1,128,5000,9.257
5,8000,opt,1,128,5000,9.258
