Run,N,Method,Cores,Block,Steps,Time
1,1000,omp,8,128,5000,1.134
2,1000,omp,8,128,5000,1.133
3,1000,omp,8,128,5000,1.118
4,1000,omp,8,128,5000,1.122
5,1000,omp,8,128,5000,1.125
