Run,N,Method,Cores,Block,Steps,Time
1,8000,opt,1,512,5000,12.679
2,8000,opt,1,512,5000,12.544
3,8000,opt,1,512,5000,12.533
4,8000,opt,1,512,5000,12.533
5,8000,opt,1,512,5000,12.529
