Run,N,Method,Cores,Block,Steps,Time
1,1000,opt,1,32,5000,1.512
2,1000,opt,1,32,5000,1.365
3,1000,opt,1,32,5000,1.371
4,1000,opt,1,32,5000,1.358
5,1000,opt,1,32,5000,1.366
