Run,N,Method,Cores,Block,Steps,Time
1,8000,omp,2,128,5000,193.424
2,8000,omp,2,128,5000,191.360
3,8000,omp,2,128,5000,190.319
4,8000,omp,2,128,5000,190.680
5,8000,omp,2,128,5000,190.734
