Run,N,Method,Cores,Block,Steps,Time
1,2000,gpu,1,256,5000,3.502
2,2000,gpu,1,256,5000,3.473
3,2000,gpu,1,256,5000,3.489
4,2000,gpu,1,256,5000,3.495
5,2000,gpu,1,256,5000,3.496
