Run,N,Method,Cores,Block,Steps,Time
1,8000,opt,1,256,5000,9.904
2,8000,opt,1,256,5000,9.830
3,8000,opt,1,256,5000,9.833
4,8000,opt,1,256,5000,9.829
5,8000,opt,1,256,5000,10.026
