Run,N,Method,Cores,Block,Steps,Time
1,2000,gpu,1,128,5000,3.510
2,2000,gpu,1,128,5000,3.392
3,2000,gpu,1,128,5000,3.510
4,2000,gpu,1,128,5000,3.376
5,2000,gpu,1,128,5000,3.378
