Run,N,Method,Cores,Block,Steps,Time
1,2000,opt,1,64,5000,2.513
2,2000,opt,1,64,5000,2.591
3,2000,opt,1,64,5000,2.491
4,2000,opt,1,64,5000,2.521
5,2000,opt,1,64,5000,2.502
