Run,N,Method,Cores,Block,Steps,Time
1,2000,gpu,1,512,5000,3.884
2,2000,gpu,1,512,5000,3.779
3,2000,gpu,1,512,5000,3.772
4,2000,gpu,1,512,5000,3.759
5,2000,gpu,1,512,5000,3.771
