Run,N,Method,Cores,Block,Steps,Time
1,2000,gpu,1,32,5000,3.694
2,2000,gpu,1,32,5000,3.608
3,2000,gpu,1,32,5000,3.608
4,2000,gpu,1,32,5000,3.607
5,2000,gpu,1,32,5000,3.732
