Run,N,Method,Cores,Block,Steps,Time
1,8000,gpu,1,128,5000,13.919
2,8000,gpu,1,128,5000,13.833
3,8000,gpu,1,128,5000,13.836
4,8000,gpu,1,128,5000,13.830
5,8000,gpu,1,128,5000,13.825
