Run,N,Method,Cores,Block,Steps,Time
1,2000,opt,1,32,5000,2.516
2,2000,opt,1,32,5000,2.534
3,2000,opt,1,32,5000,2.532
4,2000,opt,1,32,5000,2.527
5,2000,opt,1,32,5000,2.523
