Run,N,Method,Cores,Block,Steps,Time
1,2000,omp,4,128,5000,6.334
2,2000,omp,4,128,5000,6.321
3,2000,omp,4,128,5000,6.329
4,2000,omp,4,128,5000,6.361
5,2000,omp,4,128,5000,6.386
