Run,N,Method,Cores,Block,Steps,Time
1,1000,gpu,1,128,5000,1.783
2,1000,gpu,1,128,5000,1.792
3,1000,gpu,1,128,5000,1.784
4,1000,gpu,1,128,5000,1.810
5,1000,gpu,1,128,5000,1.777
