Run,N,Method,Cores,Block,Steps,Time
1,2000,omp,8,128,5000,3.310
2,2000,omp,8,128,5000,3.306
3,2000,omp,8,128,5000,3.402
4,2000,omp,8,128,5000,3.311
5,2000,omp,8,128,5000,3.277
