Run,N,Method,Cores,Block,Steps,Time
1,2000,omp,16,128,5000,1.868
2,2000,omp,16,128,5000,1.850
3,2000,omp,16,128,5000,1.866
4,2000,omp,16,128,5000,1.880
5,2000,omp,16,128,5000,1.898
