Run,N,Method,Cores,Block,Steps,Time
1,1000,omp,2,128,5000,5.863
2,1000,omp,2,128,5000,5.295
3,1000,omp,2,128,5000,5.221
4,1000,omp,2,128,5000,5.247
5,1000,omp,2,128,5000,5.257
