Run,N,Method,Cores,Block,Steps,Time
1,8000,omp,32,128,5000,13.198
2,8000,omp,32,128,5000,13.173
3,8000,omp,32,128,5000,13.229
4,8000,omp,32,128,5000,13.254
5,8000,omp,32,128,5000,13.206
