Run,N,Method,Cores,Block,Steps,Time
1,2000,omp,32,128,5000,1.750
2,2000,omp,32,128,5000,1.764
3,2000,omp,32,128,5000,1.782
4,2000,omp,32,128,5000,1.763
5,2000,omp,32,128,5000,1.771
