Run,N,Method,Cores,Block,Steps,Time
1,2000,gpu,1,64,5000,3.438
2,2000,gpu,1,64,5000,3.420
3,2000,gpu,1,64,5000,3.434
4,2000,gpu,1,64,5000,3.465
5,2000,gpu,1,64,5000,3.421
