Run,N,Method,Cores,Block,Steps,Time
1,2000,opt,1,128,5000,2.609
2,2000,opt,1,128,5000,2.499
3,2000,opt,1,128,5000,2.482
4,2000,opt,1,128,5000,2.483
5,2000,opt,1,128,5000,2.824
