Run,N,Method,Cores,Block,Steps,Time
1,8000,gpu,1,32,5000,13.739
2,8000,gpu,1,32,5000,13.633
3,8000,gpu,1,32,5000,13.657
4,8000,gpu,1,32,5000,13.634
5,8000,gpu,1,32,5000,13.648
