Run,Size,Method,Procs,Nodes,Halo,Time
1,128,row,16,1,1,0.149
2,128,row,16,1,1,0.104
3,128,row,16,1,1,0.138
4,128,row,16,1,1,0.150
5,128,row,16,1,1,0.138
