Run,Size,Method,Procs,Nodes,Halo,Time
1,1024,row,32,1,1,2.752
2,1024,row,32,1,1,2.901
3,1024,row,32,1,1,3.023
4,1024,row,32,1,1,3.013
5,1024,row,32,1,1,2.967
