Run,Size,Method,Procs,Nodes,Halo,Time
1,1024,row,2,1,1,37.405
2,1024,row,2,1,1,37.383
3,1024,row,2,1,1,37.435
4,1024,row,2,1,1,36.996
5,1024,row,2,1,1,37.936
