Run,Size,Method,Procs,Nodes,Halo,Time
1,1024,row,1,1,1,74.379
2,1024,row,1,1,1,75.227
3,1024,row,1,1,1,75.300
4,1024,row,1,1,1,75.403
5,1024,row,1,1,1,74.944
