Run,Size,Method,Procs,Nodes,Halo,Time
1,1024,row,4,1,1,18.858
2,1024,row,4,1,1,18.795
3,1024,row,4,1,1,35.636
4,1024,row,4,1,1,19.034
5,1024,row,4,1,1,18.871
