Run,Size,Method,Procs,Nodes,Halo,Time
1,512,row,16,1,1,1.248
2,512,row,16,1,1,1.271
3,512,row,16,1,1,1.215
4,512,row,16,1,1,1.206
5,512,row,16,1,1,1.270
